"","X","SEZ2011","dep_class_7.x","rand_base","density","spatial_lag","spatial_lag_square","dep11.x","dep01.x","calls","entropy","eigen_cent","page_rank","region_based_rate","commercial","third_places","comm_service","closeness","betweenness","dep01.y","dep11.y","dep_class_3","dep_class_5","dep_class_7"
"4355",4355,151460000030,2,1.680145,0.0051,0.292095,0.292119,0.325561,0.292119,206590.459903,0.859101,0.004715,0.000417,0.01386,0.861176,0.499971,0.517314,3.27499791269372e-09,1822389.76973712,0.292118925497139,0.325561263984453,"2","3","4"
"4356",4356,151460003823,2,-1.416586,0.018961,0.078755,0.821106,0.381939,0.576397,112954.759766,0.866699,0.001843,0.000306,0.007589,0,0.845917,0,3.27135800485243e-09,1592658.56483185,0.57639738619742,0.381939279706377,"2","3","4"
"4357",4357,151460000345,2,0.616427,0.01835,0.045185,-0.0458,0.093274,0.312655,56827.684987,0.854988,0.001008,0.000144,0.004562,1.561045,0,0,3.24401986304069e-09,1300331.78760652,0.312655008843599,0.0932737137478384,"2","3","4"
"4358",4358,151460004690,2,-2.555688,0.044837,0.055845,0.035597,-0.86105,-0.635225,36073.537628,0.850732,0.000703,0.000116,0.007548,NA,NA,NA,3.1425965770128e-09,1515864.56101147,-0.635225216670551,-0.86104950060757,"2","3","4"
"4359",4359,151460004570,2,-0.671306,0.031431,-0.756359,-0.756424,0.334135,-0.756424,50948.822348,0.859933,0.001177,0.000165,0.004106,1.080975,0,0,2.84721372335149e-09,1352221.7787792,-0.756423651282075,0.3341349669451,"2","3","4"
"4360",4360,151460004963,2,0.381359,0.000834,0.066794,0.071828,-0.155133,-1.530551,104168.080253,0.836244,0.002041,0.000285,0.022823,0,0,9.396446,3.10114368690673e-09,1289329.71716169,-1.53055052365103,-0.155132925646509,"2","3","4"
"4361",4361,151460000663,2,1.653206,0.026579,0.059658,0.099314,0.234756,1.445289,24899.653622,0.862058,0.000639,8.3e-05,0.001663,0,1.153967,0,3.16417277227966e-09,2081722.89291608,1.44528858406697,0.234755849129268,"2","3","4"
"4362",4362,151460000368,2,-1.555011,0.017656,0.062999,0.078895,-0.042815,0.31256,47501.057827,0.843575,0.000867,0.000135,0.004934,NA,NA,NA,3.3089247358847e-09,1541718.94471175,0.312559916044098,-0.0428146157662428,"2","3","4"
"4363",4363,151460004516,2,-0.867149,0.018046,0.084296,0.312164,-1.097471,0.48821,79856.095489,0.858914,0.001365,0.000214,0.00607,NA,NA,NA,3.25844607276285e-09,1839565.8597155,0.48820997840175,-1.09747136467146,"2","3","4"
"4364",4364,151460004123,2,-1.069713,0.004267,0.065275,-0.024569,2.396239,0.805742,12953.857907,0.87284,0.000196,5.5e-05,0.00183,NA,NA,NA,3.29323543330872e-09,2395551.74549236,0.805742349033888,2.39623879070732,"2","4","6"
"4365",4365,151460003831,2,0.442986,0.020164,0.562022,0.562086,-1.114213,0.562086,91957.27286,0.859321,0.001487,0.000251,0.006762,NA,NA,NA,3.23515174946424e-09,2002757.95611931,0.562086152838606,-1.11421257236135,"2","3","4"
"4366",4366,151460004115,2,-0.152618,0.011338,0.054535,0.013361,0.682635,-0.731233,29322.609473,0.878378,0.000485,9.6e-05,0.002926,1.080975,0,0,3.1470292742164e-09,1247690.31477774,-0.731232998158896,0.682635177245959,"2","3","5"
"4367",4367,151460000694,2,-0.384334,0.034342,-0.968051,-0.96814,-1.22692,-0.96814,104119.633529,0.810997,0.003577,0.000297,0.011665,0,0.50755,0.227804,2.94240286178055e-09,1689088.02251596,-0.968140468766165,-1.22692009149109,"2","3","3"
"4368",4368,151460003862,2,-0.922954,0.018711,0.043694,-0.103943,0.133901,0.501539,101739.982173,0.85845,0.00176,0.000279,0.009614,0,0,8.662722,3.22751187627814e-09,1236625.65556,0.501538820427649,0.133901080832642,"2","3","4"
"4369",4369,151460004609,2,1.255872,0.029874,0.045892,0.021498,-0.80284,-0.751769,78818.950777,0.842591,0.001952,0.000242,0.008614,0,1.261767,0,3.05726475628356e-09,1396736.18841082,-0.751769323446987,-0.802839545448633,"2","3","4"
"4370",4370,151460005327,2,-0.745546,0.006326,0.086994,0.159906,0.357285,0.66829,352271.527842,0.74679,0.027698,0.000665,0.067132,0,0,74.50963,3.17631175470049e-09,1778852.55075969,0.668289573526804,0.35728456365677,"2","3","4"
"4371",4371,151460000421,2,2.421362,0.01976,0.059855,0.138392,0.171776,-0.844562,51673.599757,0.861061,0.00098,0.00014,0.003841,0,1.153967,0,3.3100177446187e-09,1885143.30088051,-0.844562077957381,0.171776258443953,"2","3","4"
"4372",4372,151460004970,2,-1.002775,0.03276,0.056947,0.10741,-0.711636,0.68003,49030.772004,0.854438,0.001038,0.000144,0.006192,NA,NA,NA,3.11323168670711e-09,1323733.88618583,0.680029519789641,-0.711636421433999,"2","3","4"
"4373",4373,151460000417,2,-1.536689,0.002721,0.070329,0.091797,1.972792,1.662318,25150.601167,0.864605,0.000458,8.1e-05,0.001665,NA,NA,NA,3.41196010737771e-09,1841727.65927997,1.66231770171003,1.97279203126551,"2","3","5"
"4374",4374,151460003878,2,0.794451,0.026244,0.031178,-0.217222,0.331792,0.58331,59515.943123,0.862829,0.000976,0.000171,0.008227,2.091927,0,0,3.22612109388662e-09,1592980.61463431,0.583309914189464,0.331792102902456,"2","3","4"
"4375",4375,151460000376,2,-0.586851,0.020304,0.052918,0.001769,-1.281026,0.247085,48075.38481,0.851041,0.000886,0.000134,0.004045,NA,NA,NA,3.28649947267566e-09,1560200.61999097,0.247085108966884,-1.28102617747266,"2","3","3"
"4376",4376,151460004700,2,-1.138849,0.012122,-0.882315,-0.8824,0.185671,-0.8824,35450.019091,0.857516,0.000653,0.000106,0.004403,0,0,0,3.24513036312326e-09,1350834.1014212,-0.8824004436025,0.185670949201903,"2","3","4"
"4377",4377,151460004497,2,0.578486,0.006135,0.081575,0.080635,0.461987,1.636563,23637.286758,0.842572,0.000433,7.7e-05,0.003367,NA,NA,NA,3.13498380161393e-09,953745.291477539,1.63656289514152,0.461986811480111,"2","3","4"
"4378",4378,151460004594,2,-0.230803,0.020521,0.077281,0.032113,-0.881825,-0.580151,49602.572202,0.842027,0.001383,0.00015,0.004908,1.631827,0.338367,1.689231,3.16799627962292e-09,2035187.51190021,-0.580150688463025,-0.881824528148566,"2","3","4"
"4379",4379,151460003915,2,-0.728087,0.012237,0.057496,0.059499,-0.922909,-0.661862,121741.940147,0.861599,0.001919,0.000322,0.00836,0.72065,1.857013,0,3.34998207759041e-09,2939875.63728704,-0.661861760725633,-0.922909050380052,"2","3","4"
"4380",4380,151460004606,2,1.453794,0.040379,0.078918,0.172656,0.374457,0.674209,48899.670344,0.845149,0.001263,0.000157,0.005069,1.561045,0,0,2.17027848680188e-09,931255.510587795,0.674208999742139,0.374457132192736,"2","3","4"
"4381",4381,151460000667,2,-1.308835,0.003957,0.084303,0.090439,0.088308,0.368784,46165.898683,0.854633,0.001145,0.000134,0.003664,0,0,2.312916,3.29913209489875e-09,1136417.84099919,0.368783521780542,0.0883082846285178,"2","3","4"
"4382",4382,151460005354,2,0.364121,0.02387,0.048928,0.001233,-1.144738,-1.178533,56706.981765,0.783614,0.004109,0.000143,0.005711,0,1.514184,0,3.10803860023302e-09,1256006.8882267,-1.17853304727369,-1.1447384852071,"2","3","4"
"4383",4383,151460000245,2,-1.271804,0.006742,1.8773,1.877497,0.195228,1.877497,280359.66768,0.849142,0.005789,0.000592,0.020772,1.377882,0.923174,0.101152,3.41737765950586e-09,3735363.78607207,1.87749730525048,0.195228095698463,"2","3","4"
"4384",4384,151460000084,NA,-0.110201,0,7e-06,0,NA,NA,68276.79547,0.834674,0.001863,0.000175,0.006553,2.039784,0.211479,0.126439,3.44002755551573e-09,4729226.56482819,NA,NA,NA,NA,NA
"4385",4385,151460000356,NA,-2.97634,0,0.031999,-0.588214,NA,1.889146,56896.587986,0.855573,0.001009,0.000153,0.004987,NA,NA,NA,3.25892238149776e-09,1353938.66083523,1.88914593623403,NA,NA,NA,NA
"4386",4386,151460000655,2,-0.890923,0.037152,0.059709,0.070511,0.151101,-0.843519,78073.005167,0.831941,0.002015,0.000223,0.006978,0,0,0.252879,3.21303264998719e-09,1550131.1910995,-0.843518782701369,0.151100931042206,"2","3","4"
"4387",4387,151460004648,2,-0.756824,0.000165,0.078876,0.172189,2.272162,0.449298,211973.736447,0.825329,0.00683,0.00057,0.030632,0,0,84.461538,3.02767663547351e-09,1702772.21376766,0.449298149706984,2.27216167100107,"2","4","6"
"4388",4388,151460003912,2,1.002565,0.036356,0.052071,0.023401,0.407097,-0.803226,47993.003769,0.861798,0.000795,0.000143,0.003738,6.889412,0,0,3.39928764756304e-09,4119131.93850752,-0.803226241809115,0.407097016404126,"2","3","4"
"4389",4389,151460004571,2,0.888495,0.030989,0.07241,0.202009,0.270813,-0.884339,44665.558468,0.855128,0.001043,0.00015,0.004505,0,1.261767,0,2.99159920084982e-09,1346505.19779588,-0.884338808317581,0.270813105252908,"2","3","4"
"4390",4390,151460000470,2,-1.383441,0.001074,1.451295,1.451453,1.790431,1.451453,116178.82656,0.841716,0.005128,0.000244,0.008574,2.808184,0.249986,2.202489,3.00420001918859e-09,1639288.95294829,1.45145340934767,1.79043143040699,"2","3","5"
"4391",4391,151460003935,2,-0.526252,0.041999,0.071011,0.23051,-0.96052,-0.686608,20352.935409,0.867737,0.000317,7.7e-05,0.001853,NA,NA,NA,3.07125984883061e-09,1538497.9770809,-0.686607638793134,-0.960519626065796,"2","3","4"
"4392",4392,151460004626,2,2.10359,0.013376,0.537429,0.537466,-0.989556,0.537466,78270.774578,0.829821,0.001938,0.000225,0.013676,0,0.563945,0.168586,3.2049479392319e-09,965257.851841028,0.537466426890053,-0.989555756701417,"2","3","4"
"4393",4393,151460003948,2,0.775723,0.035709,0.052725,-0.006564,0.373086,0.65275,26525.169286,0.875359,0.00045,9e-05,0.002889,NA,NA,NA,3.04116359285919e-09,1467906.78000355,0.652749905824495,0.373086237591755,"2","3","4"
"4394",4394,151460004692,2,-0.013478,0.035555,0.478781,0.478816,0.293505,0.478816,29677.842567,0.850732,0.000579,1e-04,0.006202,NA,NA,NA,3.1881234453015e-09,1024963.26465517,0.478815946596209,0.293504657153972,"2","3","4"
"4395",4395,151460004610,2,0.225351,0.033195,0.047785,0.000524,-1.049207,0.481538,54543.966757,0.842403,0.001347,0.000175,0.006145,NA,NA,NA,3.13460677148614e-09,1010402.24445654,0.481538476342395,-1.04920737754617,"2","3","4"
"4396",4396,151460000455,2,-0.133963,0.020201,0.05138,0.003383,-1.204759,-1.073371,114375.785875,0.846555,0.002916,0.000245,0.009408,0,0.78752,0.559241,3.08541635082402e-09,2328990.00993096,-1.07337076187627,-1.20475943029144,"2","3","3"
"4397",4397,151460000414,2,0.736274,0.004117,0.071242,0.119284,0.275189,1.956241,15748.471205,0.856734,0.000293,6e-05,0.002332,NA,NA,NA,3.46021740945553e-09,677721.599018752,1.95624124525582,0.275188991992733,"2","3","4"
"4398",4398,151460000662,2,-0.019985,0.011394,0.049564,-0.079007,0.12518,0.526762,68684.6757,0.862266,0.001752,0.000186,0.004504,0.500684,1.208109,0.084293,3.25786788253933e-09,1444232.01416805,0.526762445283143,0.125179959984813,"2","3","4"
"4399",4399,151460000241,2,1.519444,0.011646,0.049879,-0.189052,-1.191716,-1.010592,130658.350195,0.859085,0.003088,0.000321,0.012781,1.377882,0.945024,0.101152,3.38093563150175e-09,2384373.13756827,-1.01059157317173,-1.19171619308527,"2","3","3"
"4400",4400,151460004628,2,-1.192499,0.03096,0.064794,0.247316,-1.316001,-1.050925,57061.568342,0.840558,0.001338,0.000171,0.005859,0,0.842363,0,2.59129080478975e-09,1126867.81516078,-1.05092476911715,-1.31600142900754,"2","3","3"
"4401",4401,151460000136,2,-0.933114,0.009118,0.081538,0.419819,-0.084537,0.688071,41478.529281,0.841449,0.001023,0.000105,0.003261,0,0.576984,0,3.07882258401339e-09,1242988.70583396,0.688070664983381,-0.0845373335608161,"2","3","4"
"4402",4402,151460000019,2,-0.250887,0.009948,0.060702,-0.012659,0.100212,0.239674,52893.662131,0.857686,0.001251,0.000134,0.004299,0,0.738344,0.063326,3.4325448467825e-09,3958263.44584313,0.239673632390821,0.100211762159512,"2","3","4"
"4403",4403,151460004535,2,-0.470047,0.011267,0.044805,-0.006149,0.330677,-0.699277,128543.229731,0.809162,0.003108,0.000348,0.030924,0,0.576984,0,3.24638020086431e-09,1654488.19119048,-0.699276654327567,0.330677316742575,"2","3","4"
"4404",4404,151460000229,2,0.951206,0.020208,0.32561,0.325639,0.230193,0.325639,80220.153488,0.850974,0.00156,0.000201,0.005948,2.039784,0,0.126439,3.36986980873541e-09,2827427.01762672,0.325638726984007,0.23019256858406,"2","3","4"
"4405",4405,151460004670,2,-0.401361,0.018743,0.041639,0.036006,-0.91794,-0.649333,152212.948467,0.838053,0.003447,0.000392,0.01693,1.561045,0,0,3.12391037012013e-09,1394676.13708564,-0.649333476767631,-0.917939616283294,"2","3","4"
"4406",4406,151460003825,2,-0.312121,0.006008,0.052479,0.040752,-1.098382,1.861888,86201.789625,0.871711,0.001465,0.000244,0.0059,NA,NA,NA,3.33683103458487e-09,1461256.41830497,1.86188834109338,-1.0983819528177,"2","3","4"
"4407",4407,151460000371,2,-0.215573,0.011774,0.067331,-0.069021,0.208526,0.369662,96900.658228,0.827194,0.002472,0.000248,0.01265,0,1.153967,0,3.33518617562795e-09,2425523.34299694,0.369661762895197,0.208525971937454,"2","3","4"
"4408",4408,151460000692,2,-1.203397,0.028753,0.095641,0.505256,0.202341,-0.976248,44438.395605,0.833634,0.001401,0.000133,0.003911,0,0.576984,0,3.42672047772714e-09,3311449.5370231,-0.976247621983255,0.202341216828391,"2","3","4"
"4409",4409,151460004622,2,-0.80269,0.008221,1.95385,1.954062,-1.075134,1.954062,131601.878844,0.842083,0.003337,0.000375,0.011963,0.520348,0.559206,0.168586,2.84832259663061e-09,1059248.72402815,1.95406162382726,-1.07513352114569,"2","3","4"
"4410",4410,151460003835,2,0.54514,0.00931,0.057055,-0.105211,0.258358,1.87475,49982.157392,0.863972,0.000901,0.000154,0.005874,NA,NA,NA,3.28714456553078e-09,1658326.85611863,1.87475037476805,0.258357597863258,"2","3","4"
"4411",4411,151460005369,2,-0.24464,0.019689,0.079132,0.228344,1.410881,1.729894,13648.504693,0.823615,0.000517,5e-05,0.001857,0,1.153967,0,NA,NA,1.72989409190857,1.41088148040125,"2","3","5"
"4412",4412,151460004793,2,-1.699382,0.010058,0.053271,0.134149,0.26079,0.509698,79718.836213,0.858716,0.002221,0.000239,0.007211,NA,NA,NA,3.10760491041349e-09,990262.650267946,0.50969837665302,0.260790293691405,"2","3","4"
"4413",4413,151460005722,2,-2.506178,0.03466,0.076499,0.169167,-1.346159,-1.019558,20500.360667,0.822487,0.000764,6.8e-05,0.003364,NA,NA,NA,2.58295451629125e-09,874917.785072945,-1.01955798672441,-1.34615920512946,"2","3","3"
"4414",4414,151460004859,2,0.423919,0.014349,0.0498,-0.020869,-1.24555,0.477329,108300.963104,0.828429,0.002555,0.00036,0.013538,2.091927,0,0,2.7669838906544e-09,969946.133203046,0.47732900758713,-1.24555016602207,"2","3","3"
"4415",4415,151460004766,2,-1.151603,0.008773,0.048883,0.027595,-1.353509,-1.311862,37448.016256,0.814903,0.000859,0.00014,0.006469,NA,NA,NA,2.76210720340237e-09,751546.126909543,-1.31186190729397,-1.35350944170065,"2","3","3"
"4416",4416,151460005587,2,0.063626,0.031544,0.046663,-0.122273,-1.368633,0.368193,21289.280507,0.831294,0.000589,7.5e-05,0.003611,NA,NA,NA,3.01776675793454e-09,853966.716335497,0.368193045370123,-1.36863313627068,"2","3","3"
"4417",4417,151460005836,2,-0.02582,0.014365,0.070498,0.233275,0.42064,0.567453,10682.931175,0.787577,0.000213,4.1e-05,0.001536,NA,NA,NA,2.63882392864235e-09,623061.066104794,0.56745258629902,0.420639694468469,"2","3","4"
"4418",4418,151460000052,NA,0.740119,NA,0.093825,0.463986,NA,NA,27851.117983,0.821188,0.000645,7.6e-05,0.002757,1.080975,0,0,3.40892952558757e-09,1100931.33110533,NA,NA,NA,NA,NA
"4419",4419,151460003138,2,-1.325205,0.00638,0.051112,-0.045359,-0.938636,-1.00593,80816.461357,0.850775,0.001219,0.000223,0.012711,NA,NA,NA,2.92273600606044e-09,763534.855935114,-1.00593001746206,-0.938636351319365,"2","3","4"
"4420",4420,151460003146,2,-0.833362,5.4e-05,2.208728,2.208897,2.272162,2.208897,115791.565439,0.873205,0.002084,0.000279,0.010541,5.833754,0,0.252879,2.86964597439064e-09,896485.820223829,2.20889733291734,2.27216167100107,"2","4","6"
"4421",4421,151460002691,2,-1.804218,0.020573,0.042864,0.158454,0.150388,0.397138,87411.571271,0.85028,0.001403,0.000241,0.009895,3.12209,0,0,3.14297618945204e-09,1403153.61365869,0.397138351039521,0.150387512923451,"2","3","4"
"4422",4422,151460003455,2,-2.982492,0.019876,0.580821,0.580922,0.436734,0.580922,111102.425027,0.859171,0.001678,0.000308,0.010764,NA,NA,NA,3.01160673144914e-09,1394428.8317651,0.580921782840135,0.43673377861922,"2","3","4"
"4423",4423,151460002711,2,0.591766,0.01504,-0.755157,-0.755251,-0.972869,-0.755251,70865.985847,0.846793,0.001004,0.000199,0.010598,0,0.838808,6.497041,3.1155157385394e-09,1453836.21254893,-0.755251076443104,-0.972869278610654,"2","3","4"
"4424",4424,151460003430,2,0.529281,0.019011,-0.989052,-0.989157,-0.900986,-0.989157,93654.426477,0.862745,0.001505,0.000248,0.008097,0,0.666628,0,3.09469619993098e-09,1536250.34977888,-0.989157420784959,-0.900985660863092,"2","3","4"
"4425",4425,151460003466,2,-2.134215,0.038357,0.397565,0.3976,0.428047,0.3976,34692.178904,0.859725,0.000511,0.000112,0.004158,0,0,8.662722,3.19552319013506e-09,927438.435165302,0.397599577398331,0.428046511844563,"2","3","4"
"4426",4426,151460003407,2,-0.734604,0.03366,0.042425,0.059795,-1.204936,-0.948724,26522.263926,0.84465,0.000394,7.9e-05,0.004797,0,0.845917,0,2.91424239684866e-09,1346648.286867,-0.94872385633387,-1.20493638260688,"2","3","3"
"4427",4427,151460003163,2,-1.389353,0.036307,0.067525,0.079507,-1.248681,-1.052316,52482.006244,0.842849,0.000889,0.000155,0.008532,0,0.576984,0,3.00712214421414e-09,1007851.561636,-1.0523162011565,-1.24868065963823,"2","3","3"
"4428",4428,151460000289,2,0.407763,0.013822,0.070608,0.02157,0.207439,-0.98579,100323.235636,0.834154,0.002224,0.000271,0.011394,0,2.100655,0,3.24398519637835e-09,1630722.9194727,-0.985789619311153,0.207438897732637,"2","3","4"
"4429",4429,151460003429,2,-0.62673,0.017404,0.076515,0.149959,-0.926286,0.61378,76204.961503,0.865279,0.00124,0.000207,0.007135,1.080975,0,0,3.1239232861144e-09,1716395.58169288,0.6137799619972,-0.926285710841617,"2","3","4"
"4430",4430,151460003498,2,0.376576,0.02966,0.056266,-0.289411,0.346938,-0.790896,34190.811235,0.875352,0.000506,0.000115,0.002329,NA,NA,NA,3.25926320921528e-09,1410254.61117479,-0.790896401776224,0.346937972972555,"2","3","4"
"4431",4431,151460002947,2,-0.379773,0.018338,-1.109674,-1.109779,-1.241701,-1.109779,73270.281001,0.844335,0.001194,0.000227,0.007176,16.147059,0,0,2.74379884546474e-09,850134.007474844,-1.10977914514948,-1.24170146047365,"2","3","3"
"4432",4432,151460002961,2,1.347845,0.019367,0.055497,0.112908,-1.524249,-1.424033,12443.480389,0.835833,0.00022,5.8e-05,0.001921,NA,NA,NA,2.72736961459116e-09,822038.452908477,-1.42403256440173,-1.5242493477214,"2","2","2"
"4433",4433,151460003782,2,-0.066686,0.019608,0.081827,0.224353,0.541984,0.635987,64382.107213,0.873559,0.000899,0.000191,0.006871,1.080975,0,0,3.19946933160781e-09,1432724.57582075,0.63598665201866,0.541983837688455,"2","3","5"
"4434",4434,151460003546,NA,1.070751,0.000175,0.070838,-0.109799,NA,3.168152,17674.439516,0.811473,0.000275,8.3e-05,0.007394,NA,NA,NA,2.94304064986698e-09,1098351.66449068,3.16815152296729,NA,NA,NA,NA
"4435",4435,151460002957,2,-2.117642,0.010161,0.065052,-0.016302,-1.33868,-1.057011,30410.79244,0.836727,0.000535,0.000107,0.004447,1.045963,1.153967,0,2.67537102322529e-09,725999.825246498,-1.05701094628626,-1.33868046141687,"2","3","3"
"4436",4436,151460000315,2,0.576699,0.035754,0.0662,0.168463,0.286037,0.754192,35793.888564,0.867637,0.000601,0.000109,0.002068,NA,NA,NA,3.21218591415204e-09,1826371.50729775,0.75419183958517,0.286037132564075,"2","3","4"
"4437",4437,151460000454,2,-1.016067,0.008913,0.060301,0.131665,0.417782,0.425588,66288.530009,0.844887,0.001645,0.000151,0.005731,0,0.288492,0.126439,3.17056272892442e-09,1851410.95156514,0.425588310468405,0.417781850853943,"2","3","4"
"4438",4438,151460000089,2,-0.065903,0.003116,0.058939,0.241261,-1.539606,1.989905,205001.308546,0.853213,0.004669,0.000435,0.013907,0.360325,0.281972,0,3.34780236251067e-09,4128612.33651067,1.98990541963669,-1.53960610823255,"2","2","2"
"4439",4439,151460000473,2,-0.122321,0.019987,0.479812,0.479845,0.200908,0.479845,165985.317671,0.841228,0.004688,0.000345,0.016087,0.216195,0.338367,0,2.96071616696825e-09,1676106.29715491,0.479844824885816,0.200908061380026,"2","3","4"
"4440",4440,151460003896,2,-1.051894,0.018402,0.064702,-0.031317,0.313266,0.719662,44130.832027,0.860093,0.000742,0.00013,0.008779,0,0,0,3.25103976282888e-09,1677047.75621078,0.719661898477973,0.31326558083081,"2","3","4"
"4441",4441,151460000206,2,-0.119812,0.000867,0.060448,-0.005394,2.405741,0.271161,32458.938966,0.814461,0.000812,0.000108,0.006293,NA,NA,NA,3.43743897104806e-09,1614814.94734273,0.271161426668731,2.40574148987028,"2","4","6"
"4442",4442,151460000028,2,-1.144938,0.008411,0.312997,0.313018,0.043788,0.313018,65346.368234,0.8007,0.001702,0.000156,0.006732,0,0,0.505758,3.13563656713379e-09,1717525.65205798,0.313017775531488,0.0437877467630948,"2","3","4"
"4443",4443,151460004950,NA,0.454459,0,0.051929,-0.031837,NA,NA,126340.021654,0.84272,0.002554,0.000339,0.014578,NA,NA,NA,3.06678396921955e-09,1084163.50546035,NA,NA,NA,NA,NA
"4444",4444,151460000413,2,0.077327,0.002615,0.053812,0.049678,1.513913,1.390124,15905.207445,0.856477,0.000296,6e-05,0.002395,NA,NA,NA,3.40712723425712e-09,1007018.50154509,1.39012382028123,1.51391260612951,"2","3","5"
"4445",4445,151460000267,2,0.408094,0.013974,0.07796,0.279476,-1.097428,0.311584,228995.492884,0.832621,0.005775,0.000537,0.021031,5.616368,2.235122,0,3.36280771268381e-09,2900377.35647352,0.311583866590925,-1.09742820602212,"2","3","4"
"4446",4446,151460000132,2,0.417032,0.019358,0.065051,0.127605,0.200884,0.544509,42161.745838,0.859587,0.000828,0.000103,0.005065,NA,NA,NA,3.25590372096546e-09,3536618.95511858,0.544508699020897,0.200884233320191,"2","3","4"
"4447",4447,151460004617,2,0.945083,0.014568,0.0761,0.173999,-0.988792,0.441106,85319.718572,0.851182,0.001941,0.000258,0.00831,1.769541,1.469692,5.278846,3.21555659724014e-09,1268040.87492884,0.441105558163162,-0.988792197292787,"2","3","4"
"4448",4448,151460001823,2,-0.171988,0.02038,0.071399,0.165824,0.494959,0.519819,68953.954907,0.83847,0.001601,0.000187,0.010738,NA,NA,NA,2.66792362201063e-09,958231.675770693,0.519819262634672,0.494958662222941,"2","3","4"
"4449",4449,151460000050,2,-0.030774,0.000777,0.088897,0.428199,1.742485,2.208897,94766.025399,0.819847,0.002105,0.000195,0.007621,2.296471,1.857013,0,3.3261155119573e-09,1610681.52993721,2.20889733291734,1.74248533898814,"2","3","5"
"4450",4450,151460001685,2,0.632524,0.03112,0.068302,0.228511,-1.173706,-1.079544,22700.923573,0.875756,0.000383,7.7e-05,0.002594,NA,NA,NA,2.8611061421925e-09,1410759.93567392,-1.07954396635848,-1.17370580769068,"2","3","3"
"4451",4451,151460002285,2,-0.244489,0.024543,-0.146627,-1.138152,-0.96341,1.915497,46634.597327,0.856255,0.000804,0.000143,0.007656,3.004104,0,0,2.86685412200666e-09,1000882.69958525,1.9154967291658,-0.963410305865743,"2","3","4"
"4452",4452,151460005386,2,0.959817,0.005919,0.092489,0.448057,0.193136,0.262226,19707.909007,0.810081,0.001888,6.8e-05,0.003035,0,1.153967,0,3.14146239657131e-09,2228374.74908642,0.262225647670539,0.193136270438821,"2","3","4"
"4453",4453,151460005472,2,-0.83245,0.016811,0.073853,0.107057,-1.192721,-1.002667,135335.149927,0.732779,0.013087,0.000331,0.021236,0.500684,1.140928,0.52772,3.06577352497471e-09,1447122.39269093,-1.00266733191346,-1.19272145767289,"2","3","3"
"4454",4454,151460000498,2,0.888484,0.00779,1.967626,1.967773,0.157371,1.967773,26737.019658,0.882294,0.000649,7.5e-05,0.002483,0,0,0.505758,3.37287421440421e-09,2583464.13093616,1.96777322729191,0.157371454444641,"2","3","4"
"4455",4455,151460001374,2,-1.173009,0.011623,1.705035,1.705215,0.198066,1.705215,121063.666703,0.886225,0.003802,0.000216,0.007739,NA,NA,NA,3.1776698842899e-09,1767819.15619026,1.70521483353574,0.198065575388249,"2","3","4"
"4456",4456,151460001691,2,-0.00672,0.033812,0.096513,0.505131,-1.122646,-0.869904,26341.138582,0.879825,0.000486,8.7e-05,0.003679,0,0.845917,0,3.01041006366643e-09,1317987.8428659,-0.869904291235292,-1.12264568380513,"2","3","4"
"4457",4457,151460001586,2,-1.743794,0.026647,0.040342,-0.317403,0.317357,0.416212,56686.603446,0.874622,0.001317,0.000143,0.005113,NA,NA,NA,2.93843583691109e-09,1175100.88284868,0.416211978746934,0.317356671429126,"2","3","4"
"4458",4458,151460000883,2,-2.233647,0.000207,0.047683,-0.060504,2.405741,NA,166443.153693,0.534237,0.027083,0.000618,0.148746,1.261542,0.140986,0.105544,3.11930891529665e-09,2233168.36564035,NA,2.40574148987028,"2","4","6"
"4459",4459,151460001433,2,0.747101,0.017151,0.044599,0.00896,0.213751,0.45482,68291.657384,0.868048,0.002111,0.000165,0.009743,NA,NA,NA,3.14341777544887e-09,1113965.75330841,0.454819819039444,0.213750632956766,"2","3","4"
"4460",4460,151460002245,2,0.999356,0.02267,0.052287,-0.065101,-1.020619,1.806717,21716.060287,0.855886,0.000474,7.6e-05,0.003189,NA,NA,NA,3.18343176585146e-09,511961.08330901,1.80671715628536,-1.02061931280941,"2","3","4"
"4461",4461,151460000003,2,1.286118,0.002098,0.069752,0.133023,2.219891,1.603467,198809.111989,0.854613,0.004334,0.000395,0.017305,0,0,0.633264,3.34347630545224e-09,1981866.59311367,1.60346653347651,2.21989130709572,"2","4","6"
"4462",4462,151460000911,2,-0.209666,0.003406,0.066674,0.052084,0.296196,0.634261,184510.498574,0.85055,0.021969,0.000372,0.023177,0.600821,0.230793,4.288047,3.22254482662356e-09,1559421.95260795,0.634261406630337,0.296195764829798,"2","3","4"
"4463",4463,151460001742,2,1.005799,0.000152,0.057826,0.097539,2.031134,1.349714,204682.457001,0.822876,0.00394,0.000424,0.038444,0.390261,6.049587,2.954332,2.54978803687207e-09,618474.133357166,1.34971409976564,2.03113445596078,"2","4","6"
"4464",4464,151460000102,2,-0.785565,0.008078,0.03983,-0.504978,-1.029926,0.60126,382464.907624,0.844378,0.009831,0.000774,0.022543,0.216195,0,0.101152,3.21668005226325e-09,1586514.13994758,0.6012603474021,-1.0299262718573,"2","3","4"
"4465",4465,151460001555,NA,-0.73043,0,0.07048,0.04028,NA,NA,83063.670594,0.87785,0.003004,0.000196,0.005553,2.583027,0,0,3.17196679428566e-09,3905457.37552957,NA,NA,NA,NA,NA
