"","k3.cluster"
"151460005214",1
"151460005215",3
"151460005216",3
"151460005217",3
"151460005218",3
"151460005219",3
"151460005220",3
"151460005221",3
"151460005222",3
"151460005223",3
"151460005224",3
"151460005225",3
"151460005226",3
"151460005227",3
"151460005228",3
"151460005229",3
"151460005230",3
"151460005231",1
"151460005232",1
"151460005233",1
"151460005234",3
"151460005237",3
"151460005238",3
"151460005239",3
"151460005240",3
"151460005241",3
"151460005242",3
"151460005243",3
"151460005244",3
"151460005245",3
"151460005246",3
"151460005247",3
"151460005248",3
"151460005249",3
"151460005250",3
"151460005251",3
"151460005252",3
"151460005253",3
"151460005254",3
"151460005255",3
"151460005256",3
"151460005257",3
"151460005258",3
"151460005259",3
"151460005260",3
"151460005261",3
"151460005262",3
"151460005263",3
"151460005264",3
"151460005265",3
"151460005266",3
"151460005267",3
"151460005268",3
"151460005269",3
"151460005270",3
"151460005271",3
"151460005272",3
"151460005273",3
"151460005274",3
"151460005275",3
"151460005276",3
"151460005277",3
"151460005278",3
"151460005279",3
"151460005280",3
"151460005281",3
"151460005282",3
"151460005283",3
"151460005284",3
"151460005285",3
"151460005286",3
"151460005287",3
"151460005288",3
"151460005289",3
"151460005290",3
"151460005291",3
"151460005292",3
"151460005293",3
"151460005294",3
"151460005295",3
"151460005296",3
"151460005297",3
"151460005298",3
"151460005299",3
"151460005300",3
"151460005301",3
"151460005302",3
"151460005303",3
"151460005304",1
"151460005305",3
"151460005306",1
"151460005307",1
"151460005308",1
"151460005309",1
"151460005310",1
"151460005311",1
"151460005312",1
"151460005313",1
"151460005314",2
"151460005315",2
"151460005316",2
"151460005317",1
"151460005318",1
"151460005319",1
"151460005320",1
"151460005321",1
"151460005322",1
"151460005323",1
"151460005324",3
"151460005325",1
"151460005326",1
"151460005327",1
"151460005328",1
"151460005329",1
"151460005330",1
"151460005331",2
"151460005332",2
"151460005333",2
"151460005334",2
"151460005335",2
"151460005336",2
"151460005337",2
"151460005338",2
"151460005339",2
"151460005340",2
"151460005341",2
"151460005342",2
"151460005343",2
"151460005344",2
"151460005345",1
"151460005346",1
"151460005347",1
"151460005348",1
"151460005349",1
"151460005350",1
"151460005351",1
"151460005352",1
"151460005353",1
"151460005354",1
"151460005355",1
"151460005356",1
"151460005357",2
"151460005358",2
"151460005359",1
"151460005360",1
"151460005361",1
"151460005362",3
"151460005363",1
"151460005364",1
"151460005365",1
"151460005366",1
"151460005367",1
"151460005368",2
"151460005369",2
"151460005370",2
"151460005371",2
"151460005372",2
"151460005373",2
"151460005374",2
"151460005375",2
"151460005376",2
"151460005377",2
"151460005378",1
"151460005379",1
"151460005380",1
"151460005381",1
"151460005382",1
"151460005383",1
"151460005384",1
"151460005385",2
"151460005386",2
"151460005387",2
"151460005388",1
"151460005389",3
"151460005390",1
"151460005391",1
"151460005392",1
"151460005393",1
"151460005394",1
"151460005395",1
"151460005396",1
"151460005397",1
"151460005398",1
"151460005399",1
"151460005400",1
"151460005401",1
"151460005402",1
"151460005403",1
"151460005404",1
"151460005405",1
"151460005406",1
"151460005407",1
"151460005408",1
"151460005409",3
"151460005410",3
"151460005411",3
"151460005412",3
"151460005413",1
"151460005414",1
"151460005415",3
"151460005416",3
"151460005417",3
"151460005418",1
"151460005419",1
"151460005420",1
"151460005421",1
"151460005422",1
"151460005423",1
"151460005424",1
"151460005425",1
"151460005426",1
"151460005427",1
"151460005428",3
"151460005429",3
"151460005430",3
"151460005431",3
"151460005432",3
"151460005433",3
"151460005434",3
"151460005435",3
"151460005436",3
"151460005437",1
"151460005438",1
"151460005439",1
"151460005440",1
"151460005441",3
"151460005442",3
"151460005443",3
"151460005444",3
"151460005445",3
"151460005446",3
"151460005447",3
"151460005448",3
"151460005449",3
"151460005450",3
"151460005451",3
"151460005452",3
"151460005453",3
"151460005454",3
"151460005455",3
"151460005456",3
"151460005457",3
"151460005458",3
"151460005459",3
"151460005460",3
"151460005461",3
"151460005462",1
"151460005463",2
"151460005464",2
"151460005465",2
"151460005466",2
"151460005467",2
"151460005468",2
"151460005469",2
"151460005470",2
"151460005471",2
"151460005472",2
"151460005473",2
"151460005474",2
"151460005476",2
"151460005477",2
"151460005478",2
"151460005479",1
"151460005480",1
"151460005481",1
"151460005482",1
"151460005483",1
"151460005484",1
"151460005485",1
"151460005486",1
"151460005487",1
"151460005488",1
"151460005489",1
"151460005490",1
"151460005491",1
"151460005492",1
"151460005493",1
"151460005494",1
"151460005495",1
"151460005496",1
"151460005497",1
"151460005498",1
"151460005499",1
"151460005500",3
"151460005501",3
"151460005502",1
"151460005503",1
"151460005504",1
"151460005505",1
"151460005506",1
"151460005507",3
"151460005508",3
"151460005509",3
"151460005510",3
"151460005511",3
"151460005512",3
"151460005513",3
"151460005514",3
"151460005515",3
"151460005516",3
"151460005517",3
"151460005518",3
"151460005519",3
"151460005520",1
"151460005521",1
"151460005522",1
"151460005523",1
"151460005524",1
"151460005525",3
"151460005526",3
"151460005527",3
"151460005528",3
"151460005529",3
"151460005530",3
"151460005531",3
"151460005532",3
"151460005533",3
"151460005534",3
"151460005535",3
"151460005536",3
"151460005537",3
"151460005538",3
"151460005539",1
"151460005540",1
"151460005541",1
"151460005542",3
"151460005543",3
"151460005544",3
"151460005545",3
"151460005546",3
"151460005547",3
"151460005548",3
"151460005549",3
"151460005550",1
"151460005551",3
"151460005552",1
"151460005553",1
"151460005554",1
"151460005555",1
"151460005556",1
"151460005557",1
"151460005558",1
"151460005559",3
"151460005560",3
"151460005561",3
"151460005562",1
"151460005563",1
"151460005564",1
"151460005565",1
"151460005566",1
"151460005567",1
"151460005568",1
"151460005569",1
"151460005570",1
"151460005571",3
"151460005572",1
"151460005573",1
"151460005574",3
"151460005575",3
"151460005576",1
"151460005577",1
"151460005578",1
"151460005579",3
"151460005580",3
"151460005581",1
"151460005582",3
"151460005583",3
"151460005584",3
"151460005585",3
"151460005586",3
"151460005587",3
"151460005588",3
"151460005589",3
"151460005590",3
"151460005591",3
"151460005592",3
"151460005593",3
"151460005594",3
"151460005595",3
"151460005596",3
"151460005597",3
"151460005598",3
"151460005599",3
"151460005600",3
"151460005601",3
"151460005602",3
"151460005603",3
"151460005604",3
"151460005605",3
"151460005606",1
"151460005607",1
"151460005608",1
"151460005609",2
"151460005610",2
"151460005611",2
"151460005612",2
"151460005613",1
"151460005614",1
"151460005615",1
"151460005616",1
"151460005617",1
"151460005618",1
"151460005619",1
"151460005620",1
"151460005621",1
"151460005622",1
"151460005623",3
"151460005624",1
"151460005625",3
"151460005626",1
"151460005627",3
"151460005628",3
"151460005629",3
"151460005630",3
"151460005631",3
"151460005632",3
"151460005633",3
"151460005634",3
"151460005635",3
"151460005636",3
"151460005637",3
"151460005638",3
"151460005639",3
"151460005640",3
"151460005641",3
"151460005642",3
"151460005643",3
"151460005644",3
"151460005645",3
"151460005646",3
"151460005647",3
"151460005648",1
"151460005649",3
"151460005650",1
"151460005651",1
"151460005652",3
"151460005653",3
"151460005654",3
"151460005655",3
"151460005656",3
"151460005657",3
"151460005658",3
"151460005659",3
"151460005660",3
"151460005661",3
"151460005662",3
"151460005663",3
"151460005664",3
"151460005665",3
"151460005666",3
"151460005667",3
"151460005668",3
"151460005669",3
"151460005670",3
"151460005671",3
"151460005672",3
"151460005673",3
"151460005674",3
"151460005675",3
"151460005676",3
"151460005677",3
"151460005678",3
"151460005679",3
"151460005680",3
"151460005681",3
"151460005682",1
"151460005683",1
"151460005684",1
"151460005685",2
"151460005686",2
"151460005687",3
"151460005688",1
"151460005689",3
"151460005690",3
"151460005691",3
"151460005692",3
"151460005693",3
"151460005694",3
"151460005695",3
"151460005696",3
"151460005697",3
"151460005698",3
"151460005699",3
"151460005700",3
"151460005701",3
"151460005702",3
"151460005703",3
"151460005704",3
"151460005705",3
"151460005706",3
"151460005707",3
"151460005708",3
"151460005709",3
"151460005710",3
"151460005711",3
"151460005712",3
"151460005713",3
"151460005714",3
"151460005715",3
"151460005716",3
"151460005717",3
"151460005718",3
"151460005719",3
"151460005720",3
"151460005721",3
"151460005722",3
"151460005723",3
"151460005724",3
"151460005725",3
"151460005726",3
"151460005727",3
"151460005728",3
"151460005729",3
"151460005730",3
"151460005731",3
"151460005732",3
"151460005733",3
"151460005734",3
"151460005735",3
"151460005736",3
"151460005737",3
"151460005738",3
"151460005739",3
"151460005740",3
"151460005741",3
"151460005742",3
"151460005743",3
"151460005744",3
"151460005745",3
"151460005746",3
"151460005747",3
"151460005748",3
"151460005749",3
"151460005750",3
"151460005751",3
"151460005752",3
"151460005753",3
"151460005754",3
"151460005755",3
"151460005756",1
"151460005757",3
"151460005758",1
"151460005759",1
"151460005760",1
"151460005761",1
"151460005762",3
"151460005763",1
"151460005764",1
"151460005765",3
"151460005766",3
"151460005767",3
"151460005768",3
"151460005769",3
"151460005770",3
"151460005771",3
"151460005772",3
"151460005773",3
"151460005774",3
"151460005775",3
"151460005776",3
"151460005777",3
"151460005778",3
"151460005779",3
"151460005780",3
"151460005783",1
"151460005784",3
"151460005785",3
"151460005786",3
"151460005787",3
"151460005788",3
"151460005789",3
"151460005790",3
"151460005791",3
"151460005792",3
"151460005793",3
"151460005794",3
"151460005795",3
"151460005796",3
"151460005797",3
"151460005798",3
"151460005799",3
"151460005800",3
"151460005801",3
"151460005802",3
"151460005803",3
"151460005804",3
"151460005805",3
"151460005806",3
"151460005807",3
"151460005808",3
"151460005809",3
"151460005810",3
"151460005811",3
"151460005812",3
"151460005813",3
"151460005814",3
"151460005815",3
"151460005816",1
"151460005817",3
"151460005818",3
"151460005819",3
"151460005820",3
"151460005821",3
"151460005822",3
"151460005823",1
"151460005824",1
"151460005825",1
"151460005826",1
"151460005827",3
"151460005828",3
"151460005829",1
"151460005830",2
"151460005831",1
"151460005832",1
"151460005833",3
"151460005834",3
"151460005835",3
"151460005836",3
"151460005837",3
"151460005838",3
"151460005839",3
"151460005840",3
"151460005841",3
"151460005842",3
"151460005843",3
"151460005844",3
"151460005845",3
"151460005846",3
"151460005847",3
"151460005848",3
"151460005849",3
"151460005850",3
"151460005851",3
"151460005853",3
"151460005855",3
"151460005856",3
"151460005857",3
"151460005858",3
"151460005859",3
"151460005860",1
"151460005861",3
"151460005862",1
"151460005863",1
"151460005864",3
"151460005865",3
"151460005866",3
"151460005867",3
"151460005868",3
"151460005869",3
"151460005870",3
"151460005871",3
"151460005872",3
"151460005873",3
"151460005874",3
"151460005875",3
"151460005876",3
"151460005877",3
"151460005878",3
"151460005879",3
"151460005880",3
"151460005881",3
"151460005882",3
"151460005883",3
"151460005884",3
"151460005885",3
"151460005886",3
"151460005887",3
"151460005888",3
"151460005889",3
"151460005890",3
"151460005891",3
"151460005892",1
"151460005893",3
"151460005894",2
"151460005895",1
"151460005896",3
"151460005897",3
"151460005898",3
"151460005899",3
"151460005900",3
"151460005901",3
"151460005902",3
"151460005903",3
"151460005904",3
"151460005905",3
"151460005906",3
"151460005907",3
"151460005908",3
"151460005909",3
"151460005910",3
"151460005911",3
"151460005912",3
"151460005913",3
"151460005914",3
"151460005915",3
"151460005916",3
"151460005917",2
"151460005918",2
"151460005919",3
"151460005920",3
"151460005921",3
"151460005922",3
"151460005923",3
"151460005924",3
"151460005925",3
"151460005926",1
"151460005927",3
"151460005928",3
"151460005929",3
"151460005930",3
"151460005931",3
"151460005932",3
"151460005933",3
"151460005934",3
"151460005935",3
"151460005936",3
"151460005937",3
"151460005938",3
"151460005939",3
"151460005940",3
"151460005941",3
"151460005942",3
"151460005943",3
"151460005944",3
"151460005945",3
"151460005946",3
"151460005947",3
"151460005948",3
"151460005949",3
"151460005950",3
"151460005951",3
"151460005952",1
"151460005953",1
"151460005954",3
"151460005955",3
"151460005956",3
"151460005957",3
"151460005958",3
"151460005959",1
"151460005960",1
"151460005961",1
"151460005962",2
"151460005963",1
"151460005964",2
"151460005965",2
"151460005966",2
"151460005967",2
"151460005968",2
"151460005969",1
"151460005970",1
"151460005971",1
"151460005972",1
"151460005973",1
"151460005974",1
"151460005975",2
"151460005976",2
"151460005977",2
"151460005978",2
"151460005979",1
"151460005980",2
"151460005981",1
"151460005982",1
"151460005983",1
"151460005984",1
"151460005985",1
"151460005986",1
"151460005987",1
"151460005988",1
"151460005989",1
"151460005990",1
"151460005991",1
"151460005992",3
"151460005993",1
"151460005994",3
"151460005995",3
"151460005996",3
"151460005997",3
"151460005998",3
"151460005999",3
"151460006000",1
"151460006001",1
"151460006002",1
"151460006003",1
"151460006004",1
"151460006005",1
"151460006006",1
"151460006007",1
"151460006008",1
"151460006009",2
"151460006010",2
"151460006016",2
"151460006019",2
"151460006020",2
"151460006021",1
"151460006022",1
"151460006023",1
"151460006024",1
"151460006025",1
"151460006026",1
"151460006027",1
"151460006028",1
"151460006029",1
"151460006030",1
"151460006031",1
"151460006032",1
"151460006033",1
"151460006034",2
"151460006035",2
"151460006036",1
"151460006037",3
"151460006038",3
"151460006039",3
"151460006040",3
"151460006041",3
"151460006042",3
"151460006043",3
"151460006044",1
"151460006045",3
"151460006046",3
"151460006047",3
"151460006048",3
"151460006049",3
"151460006050",3
"151460006051",2
"151460006052",2
"151460006053",2
"151460006054",2
"151460006055",2
"151460006056",2
"151460006057",2
"151460006058",2
"151460006059",2
"151460006060",2
"151460006061",2
"151460006062",2
"151460006063",2
"151460006064",2
"151460006065",3
"151460006066",3
"151460006067",3
"151460006068",3
"151460006069",1
"151460006070",1
"151460006071",1
"151460006072",1
"151460006073",1
"151460006074",1
"151460006075",2
"151460006076",2
"151460006077",3
"151460006078",3
"151460006079",3
"151460006080",3
"151460006081",1
"151460006082",1
"151460006083",3
"151460006084",1
"151460006085",1
"151460006086",1
"151460006087",1
"151460006088",3
"151460006089",3
"151460006090",3
"151460006091",3
"151460006092",3
"151460006093",3
"151460006094",3
"151460006095",3
"151460006096",3
"151460006097",3
"151460006098",3
"151460006099",3
"151460006100",3
"151460006101",3
"151460006102",3
"151460006103",3
"151460006104",3
"151460006105",1
"151460006106",1
"151460006107",1
"151468888883",3
"151468888884",1
"151468888885",3
"151468888886",2
"151468888887",2
"151468888888",2
"151570000054",1
"151570000055",1
"151570000056",1
"151570000057",1
"151570000140",3
"151570000141",1
"151570000142",1
"151570000150",3
"151570000152",3
"151570000153",3
"151570000154",1
"151590000022",3
"151590000039",1
"151700000017",1
"151700000048",2
"151700000051",2
"151700000054",2
"151700000055",2
"151700000077",1
"151700000080",1
"151700000087",2
"151700000088",1
"151710000044",1
"151710000149",2
"151710000150",1
"151710000166",3
"151820000256",2
"151820000316",2
"151820000318",2
"151890000170",1
"151890000209",3
"151890000210",1
"151890000211",3
"151920000024",1
"151920000073",1
"151920000076",1
"151920000086",2
"151920000094",2
"152050000010",1
"152050000013",1
"152050000016",2
"152050000027",3
"152050000030",1
"152050000051",3
"152050000061",3
"152050000063",1
"152050000065",3
"152050000068",1
"152050000069",1
"152050000080",1
"152050000081",2
"152050000082",1
"152050000083",1
"152090000120",3
"152090000121",3
"152090000143",1
"152090000189",2
"152090000190",2
"152090000192",1
"152090000193",1
"152090000196",1
"152090000197",1
"152090000199",1
"152090000200",3
"152090000201",1
"152090000237",2
"152090000238",2
"152090000239",1
"152090000240",1
"152090000241",1
"152090000242",1
"152090000280",3
"152090000281",3
"152090000282",3
"152090000283",3
"152090000317",1
"152090000319",1
"152090000343",1
"152090000345",3
"152090000351",1
"152110000019",2
"152110000022",2
"152110000043",2
"152110000047",2
"152110000062",3
"152110000063",2
"152110000064",3
"152110000072",3
"152110000114",1
"152110000118",2
"152110000120",1
"152110000124",1
"152110000125",1
"152110000126",2
"152110000127",2
"152110000128",2
"152110000129",2
"152110000130",1
"152110000137",3
"152110000138",2
"152110000146",2
"152200000180",1
"152420000001",2
"152420000002",2
"152420000008",2
"152420000039",1
"152420000042",2
"152420000104",2
"152420000106",2
"152420000114",2
"152420000118",2
"152500000023",1
"152500000029",1
"152500000030",1
"152500000031",1
"152500000032",1
"152500000033",2
"152500000035",2
"152500000062",1
